GENE_ENTREZ_ID	GENE_SYMBOL	DISEASE_IDS
OMIM:618434	Deafness, Autosomal Recessive 94
OMIM:614414	Deafness, Autosomal Recessive 96
OMIM:616705	Deafness, Autosomal Recessive 97
OMIM:614861	Deafness, Autosomal Recessive 98
OMIM:618481	Deafness, Autosomal Recessive 99
OMIM:611022	Deafness, Autosomal Recessive, 24
OMIM:300719	Deafness, Cataract, Retinitis Pigmentosa, And Sperm Abnormalities
OMIM:601072	Deafness, Childhood-onset Neurosensory, Autosomal Recessive 8
OMIM:124490	Deafness, Conductive Stapedial, With Ear Malformation And Facial Palsy
OMIM:221300	Deafness, Conductive, With Malformed External Ear
OMIM:221320	Deafness, Conductive, With Ptosis And Skeletal Anomalies
OMIM:608219	Deafness, Congenital Neurosensory, Autosomal Recessive 38
OMIM:608265	Deafness, Congenital Neurosensory, Autosomal Recessive 39
OMIM:608264	Deafness, Congenital Neurosensory, Autosomal Recessive 40
OMIM:220300	Deafness, Congenital, And Familial Myoclonic Epilepsy
OMIM:124480	Deafness, Congenital, And Onychodystrophy, Autosomal Dominant
OMIM:610706	Deafness, Congenital, With Inner Ear Agenesis, Microtia, And Microdontia
OMIM:124500	Deafness, Congenital, With Keratopachydermia And Constrictions Offingers And Toes
OMIM:220900	Deafness, Congenital, With Total Albinism
OMIM:221350	Deafness, Congenital, With Vitiligo And Achalasia
OMIM:300475	Deafness, Dystonia, And Cerebral Hypomyelination
OMIM:124700	Deafness, Mid-tone Neural
OMIM:221400	Deafness, Nerve Type, With Mesenteric Diverticula Of Small Bowel Andprogressive Sensory Neuropathy
OMIM:221500	Deafness, Neural, Congenital Moderate
OMIM:221700	Deafness, Neural, With Atypical Atopic Dermatitis
OMIM:602092	Deafness, Neurosensory, Autosomal Recessive 18
OMIM:600060	Deafness, Neurosensory, Autosomal Recessive 2
OMIM:600316	Deafness, Neurosensory, Autosomal Recessive 3
OMIM:609646	Deafness, Neurosensory, Autosomal Recessive 42
OMIM:609647	Deafness, Neurosensory, Autosomal Recessive 46
OMIM:600792	Deafness, Neurosensory, Autosomal Recessive 5
OMIM:600974	Deafness, Neurosensory, Autosomal Recessive 7
OMIM:220500	Deafness, Onychodystrophy, Osteodystrophy, Mental Retardation, And Seizures Syndrome
OMIM:601449	Deafness, Progressive, With Stapes Fixation
OMIM:611102	Deafness, Sensorineural, And Male Infertility
OMIM:221745	Deafness, Sensorineural, Autosomal-mitochondrial Type
OMIM:124950	Deafness, Sensorineural, With Peripheral Neuropathy And Arterial Disease
OMIM:221750	Deafness, Sensorineural, With Pituitary Dwarfism
OMIM:125000	Deafness, Unilateral
OMIM:612097	Deafness, Unilateral, With Delayed Endolymphatic Hydrops
OMIM:304500	Deafness, X-linked 1
OMIM:304400	Deafness, X-linked 2
OMIM:300030	Deafness, X-linked 3
OMIM:300066	Deafness, X-linked 4
OMIM:300614	Deafness, X-linked 5
OMIM:300914	Deafness, X-linked 6
OMIM:301018	Deafness, X-linked 7
OMIM:400043	Deafness, Y-linked 1
OMIM:400047	Deafness, Y-linked 2
OMIM:125230	Deafness-craniofacial Syndrome
ORPHA:3241	Deafness-craniofacial Syndrome
ORPHA:3232	Deafness-ear Malformation-facial Palsy Syndrome
ORPHA:3220	Deafness-enamel Hypoplasia-nail Defects Syndrome
ORPHA:3218	Deafness-epiphyseal Dysplasia-short Stature Syndrome
ORPHA:3224	Deafness-genital Anomalies-metacarpal And Metatarsal Synostosis Syndrome
ORPHA:90646	Deafness-hypogonadism Syndrome
ORPHA:94064	Deafness-infertility Syndrome
ORPHA:85321	Deafness-intellectual Disability Syndrome, Martin-probst Type
ORPHA:3226	Deafness-lymphedema-leukemia Syndrome
ORPHA:3230	Deafness-oligodontia Syndrome
OMIM:221740	Deafness-oligodontia Syndrome
ORPHA:3217	Deafness-small Bowel Diverticulosis-neuropathy Syndrome
ORPHA:3239	Deafness-vitiligo-achalasia Syndrome
ORPHA:293978	Deficiency In Anterior Pituitary Function-variable Immunodeficiency Syndrome
OMIM:194380	Dehydrated Hereditary Stomatocytosis 1 With Or Without Pseudohyperkalemia And/or Perinatal Edema
OMIM:616689	Dehydrated Hereditary Stomatocytosis 2
OMIM:147892	Deiodinase, Iodothyronine, Type I
ORPHA:306686	Delayed Encephalopathy Due To Carbon Monoxide Poisoning
ORPHA:3034	Delayed Membranous Cranial Ossification
OMIM:614163	Delayed Sleep Phase Disorder, Susceptibility To
ORPHA:3038	Delayed Speech-facial Asymmetry-strabismus-ear Lobe Creases Syndrome
OMIM:400003	Deleted In Azoospermia
ORPHA:231237	Delta-beta-thalassemia
OMIM:117300	Dementia, Familial Danish
OMIM:127750	Dementia, Lewy Body
OMIM:125320	Dementia/parkinsonism With Non-alzheimer Amyloid Plaques
ORPHA:79134	Dend Syndrome
ORPHA:99828	Dengue Fever
OMIM:125280	Dens Evaginatus
OMIM:125300	Dens In Dente And Palatal Invaginations
ORPHA:1652	Dent Disease
OMIM:300009	Dent Disease 1
OMIM:300555	Dent Disease 2
ORPHA:1077	Dental Ankylosis
OMIM:601216	Dental Anomalies And Short Stature
OMIM:125350	Dental Noneruption
ORPHA:101	Dentatorubral Pallidoluysian Atrophy
OMIM:125370	Dentatorubral-pallidoluysian Atrophy Naito-oyanagi Disease Haw River Syndrome Ataxia, Chorea, Seizures, And Dementia
ORPHA:1653	Dentin Dysplasia
OMIM:125440	Dentin Dysplasia With Sclerotic Bones
OMIM:125400	Dentin Dysplasia, Type I
OMIM:125420	Dentin Dysplasia, Type Ii
OMIM:125490	Dentinogenesis Imperfecta 1
OMIM:125500	Dentinogenesis Imperfecta, Shields Type Iii
ORPHA:71267	Dentinogenesis Imperfecta-short Stature-hearing Loss-intellectual Disability Syndrome
ORPHA:220	Denys-drash Syndrome
OMIM:194080	Denys-drash Syndrome
OMIM:125460	Deoxyribose-5-phosphate Aldolase Deficiency
OMIM:125530	Dermal Ridges, Nelson Syndrome
OMIM:125540	Dermal Ridges, Patternless
ORPHA:1656	Dermatitis Herpetiformis
OMIM:601230	Dermatitis Herpetiformis, Familial
OMIM:603165	Dermatitis, Atopic
ORPHA:31112	Dermatofibrosarcoma Protuberans
ORPHA:1659	Dermatoleukodystrophy
OMIM:221790	Dermatoleukodystrophy
ORPHA:221	Dermatomyositis
OMIM:221810	Dermatoosteolysis, Kirghizian Type
ORPHA:1657	Dermatoosteolysis, Kirghizian Type
OMIM:125595	Dermatopathia Pigmentosa Reticularis
OMIM:125600	Dermatosis Papulosa Nigra
ORPHA:1901	Dermatosparaxis Ehlers-danlos Syndrome
ORPHA:79149	Dermochondrocorneal Dystrophy
OMIM:221800	Dermochondrocorneal Dystrophy
OMIM:125630	Dermodistortive Urticaria
OMIM:125635	Dermographism, Familial
OMIM:600679	Dermoid Cysts, Familial Frontonasal
OMIM:304730	Dermoids Of Cornea
ORPHA:1660	Dermoodontodysplasia
OMIM:125640	Dermoodontodysplasia
ORPHA:99688	Dermotrichic Syndrome
OMIM:616708	Desanto-shinawi Syndrome
OMIM:251450	Desbuquois Dysplasia 1
OMIM:615777	Desbuquois Dysplasia 2
ORPHA:1425	Desbuquois Syndrome
ORPHA:98909	Desminopathy
OMIM:135290	Desmoid Disease, Hereditary
ORPHA:873	Desmoid Tumor
ORPHA:83469	Desmoplastic Small Round Cell Tumor
OMIM:602398	Desmosterolosis
ORPHA:35107	Desmosterolosis
ORPHA:313892	Developmental And Speech Delay Due To Sox5 Deficiency
OMIM:617836	Developmental Delay And Seizures With Or Without Movement Abnormalities
OMIM:618454	Developmental Delay With Or Without Dysmorphic Facies And Autism
OMIM:616901	Developmental Delay With Short Stature, Dysmorphic Features, And Sparse Hair
OMIM:618430	Developmental Delay With Variable Intellectual Impairment And Behavioral Abnormalities
OMIM:617991	Developmental Delay, Intellectual Disability, Obesity, And Dysmorphic Features
OMIM:615612	Developmental Dysplasia Of The Hip 2
ORPHA:79107	Developmental Malformations-deafness-dystonia Syndrome
ORPHA:1666	Dextrocardia
OMIM:221950	Dextrocardia With Unusual Facies And Microphthalmia
OMIM:520000	Diabetes And Deafness, Maternally Inherited
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal
OMIM:304800	Diabetes Insipidus, Nephrogenic, X-linked
OMIM:125700	Diabetes Insipidus, Neurohypophyseal Type
OMIM:304900	Diabetes Insipidus, Neurohypophyseal Type
OMIM:222100	Diabetes Mellitus, Insulin-dependent
OMIM:601942	Diabetes Mellitus, Insulin-dependent, 10
OMIM:601666	Diabetes Mellitus, Insulin-dependent, 15
OMIM:125852	Diabetes Mellitus, Insulin-dependent, 2
OMIM:612520	Diabetes Mellitus, Insulin-dependent, 20
OMIM:601941	Diabetes Mellitus, Insulin-dependent, 6
OMIM:612227	Diabetes Mellitus, Ketosis-prone
OMIM:610199	Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism
OMIM:125853	Diabetes Mellitus, Noninsulin-dependent
OMIM:606176	Diabetes Mellitus, Permanent Neonatal
OMIM:601410	Diabetes Mellitus, Transient Neonatal, 1
OMIM:610374	Diabetes Mellitus, Transient Neonatal, 2
OMIM:610582	Diabetes Mellitus, Transient Neonatal, 3
ORPHA:1926	Diabetic Embryopathy
OMIM:222350	Diaminopentanuria
OMIM:105650	Diamond-blackfan Anemia 1
OMIM:613309	Diamond-blackfan Anemia 10
OMIM:614900	Diamond-blackfan Anemia 11
OMIM:615550	Diamond-blackfan Anemia 12
OMIM:615909	Diamond-blackfan Anemia 13
OMIM:300946	Diamond-blackfan Anemia 14 With Mandibulofacial Dysostosis
OMIM:606164	Diamond-blackfan Anemia 15 With Mandibulofacial Dysostosis
OMIM:617408	Diamond-blackfan Anemia 16
OMIM:617409	Diamond-blackfan Anemia 17
OMIM:618310	Diamond-blackfan Anemia 18
OMIM:618313	Diamond-blackfan Anemia 20
OMIM:610629	Diamond-blackfan Anemia 3
OMIM:612527	Diamond-blackfan Anemia 4
OMIM:612528	Diamond-blackfan Anemia 5
OMIM:612561	Diamond-blackfan Anemia 6
OMIM:612562	Diamond-blackfan Anemia 7
OMIM:612563	Diamond-blackfan Anemia 8
OMIM:613308	Diamond-blackfan Anemia 9
OMIM:617911	Diamond-blackfan Anemia-like
OMIM:608022	Diaphanospondylodysostosis
ORPHA:66637	Diaphanospondylodysostosis
ORPHA:2141	Diaphragmatic Defect-limb Deficiency-skull Defect Syndrome
OMIM:601163	Diaphragmatic Defects, Limb Deficiencies, And Ossification Defects Of Skull
OMIM:222400	Diaphragmatic Hernia 2
OMIM:610187	Diaphragmatic Hernia 3
OMIM:142340	Diaphragmatic Hernia, Congenital
OMIM:112250	Diaphyseal Medullary Stenosis With Malignant Fibrous Histiocytoma
OMIM:214700	Diarrhea 1, Secretory Chloride, Congenital
OMIM:618183	Diarrhea 10, Protein-losing Enteropathy Type
OMIM:251850	Diarrhea 2, With Microvillous Atrophy
OMIM:270420	Diarrhea 3, Secretory Sodium, Congenital, With Or Without Other Congenital Anomalies
OMIM:610370	Diarrhea 4, Malabsorptive, Congenital
OMIM:613217	Diarrhea 5, With Tufting Enteropathy, Congenital
OMIM:614616	Diarrhea 6
OMIM:615863	Diarrhea 7, Protein-losing Enteropathy Type
OMIM:616868	Diarrhea 8, Secretory Sodium, Congenital
OMIM:618168	Diarrhea 9
OMIM:612198	Diastasis Recti And Weakness Of The Linea Alba
OMIM:125900	Diastema, Dental Medial
OMIM:222500	Diastematomyelia
ORPHA:1671	Diastematomyelia
ORPHA:628	Diastrophic Dwarfism
OMIM:222600	Diastrophic Dysplasia
OMIM:222690	Dibasic Amino Aciduria I
OMIM:222730	Dicarboxylicamino Aciduria
ORPHA:1672	Diencephalic Syndrome
ORPHA:1916	Diethylstilbestrol Syndrome
ORPHA:79456	Diffuse Cutaneous Mastocytosis
ORPHA:220393	Diffuse Cutaneous Systemic Sclerosis
ORPHA:2123	Diffuse Neonatal Hemangiomatosis
ORPHA:86918	Diffuse Palmoplantar Keratoderma-acrocyanosis Syndrome
OMIM:188400	Digeorge Syndrome
OMIM:606835	Digital Arthropathy-brachydactyly, Familial
OMIM:119900	Digital Clubbing, Isolated Congenital
ORPHA:2926	Digital Extensor Muscle Aplasia-polyneuropathy
OMIM:126050	Digitotalar Dysmorphism
ORPHA:1146	Digitotalar Dysmorphism
OMIM:246900	Dihydrolipoamide Dehydrogenase Deficiency
ORPHA:226	Dihydropteridine Reductase Deficiency
OMIM:222748	Dihydropyrimidinase Deficiency
OMIM:274270	Dihydropyrimidine Dehydrogenase Deficiency
ORPHA:66634	Dilated Cardiomyopathy With Ataxia
ORPHA:2229	Dilated Cardiomyopathy-hypergonadotropic Hypogonadism Syndrome
OMIM:126070	Dilution, Pigmentary
ORPHA:243343	Dimethylglycine Dehydrogenase Deficiency
OMIM:605850	Dimethylglycine Dehydrogenase Deficiency
ORPHA:227	Diphallia
ORPHA:1681	Diprosopus
OMIM:126180	Discrimination, Two-point, Reduction In
OMIM:601450	Dislocation Of Hip, Congenital, With Hyperextensibility Of Fingersand Facial Dysmorphism
ORPHA:2412	Dislocation Of The Hip-dysmorphism Syndrome
ORPHA:79168	Disorder Of Bile Acid Synthesis
ORPHA:2983	Disorder Of Sex Development-intellectual Disability Syndrome
OMIM:613571	Disordered Steroidogenesis Due To Cytochrome P450 Oxidoreductase Deficiency
OMIM:223200	Disorganization, Mouse, Homolog Of
OMIM:126190	Disproportionate Short Stature With Ptosis And Valvular Heart Lesions
ORPHA:345	Dissecting Cellulitis Of The Scalp
OMIM:223300	Disseminated Sclerosis With Narcolepsy
ORPHA:79152	Disseminated Superficial Actinic Porokeratosis
ORPHA:261222	Distal 16p11.2 Microdeletion Syndrome
ORPHA:319171	Distal 17p13.1 Microdeletion Syndrome
ORPHA:261330	Distal 22q11.2 Microdeletion Syndrome
ORPHA:261337	Distal 22q11.2 Microduplication Syndrome
ORPHA:254351	Distal 7q11.23 Microdeletion Syndrome
ORPHA:261102	Distal 7q11.23 Microduplication Syndrome
ORPHA:399096	Distal Anoctaminopathy
ORPHA:139536	Distal Hereditary Motor Neuropathy Type 5
ORPHA:1307	Distal Limb Deficiencies-micrognathia Syndrome
ORPHA:1580	Distal Monosomy 10p
ORPHA:96148	Distal Monosomy 10q
ORPHA:96149	Distal Monosomy 12q
ORPHA:1590	Distal Monosomy 13q
ORPHA:1596	Distal Monosomy 15q
ORPHA:1597	Distal Monosomy 17q
ORPHA:96129	Distal Monosomy 19p13.3
ORPHA:36367	Distal Monosomy 1q
ORPHA:1620	Distal Monosomy 3p
ORPHA:96125	Distal Monosomy 6p
ORPHA:1636	Distal Monosomy 7q36
ORPHA:1642	Distal Monosomy 9p
ORPHA:599	Distal Myopathy
ORPHA:178400	Distal Myopathy With Anterior Tibial Onset
ORPHA:63273	Distal Myopathy With Posterior Leg And Anterior Hand Involvement
ORPHA:488650	Distal Myopathy, Tateyama Type
ORPHA:603	Distal Myopathy, Welander Type
ORPHA:98911	Distal Myotilinopathy
ORPHA:399103	Distal Nebulin Myopathy
OMIM:126250	Distal Osteosclerosis
ORPHA:3248	Distal Symphalangism
ORPHA:1705	Distal Trisomy 14q
ORPHA:1707	Distal Trisomy 15q
ORPHA:3379	Distal Trisomy 17q
ORPHA:1716	Distal Trisomy 18q
ORPHA:96097	Distal Trisomy 5q
ORPHA:1745	Distal Trisomy 6p
ORPHA:293939	Distal Xq28 Microduplication Syndrome
OMIM:126300	Distichiasis
OMIM:126320	Distichiasis With Congenital Anomalies Of The Heart And Peripheral
OMIM:223330	Diverticulosis Of Bowel, Hernia, And Retinal Detachment
OMIM:223320	Diverticulosis, Small-intestinal
OMIM:223340	Dk Phocomelia Syndrome
ORPHA:91131	Dk1-cdg
ORPHA:352470	Dna2-related Mitochondrial Dna Deletion Syndrome
OMIM:223350	Dohle Bodies And Leukemia
ORPHA:231226	Dominant Beta-thalassemia
ORPHA:158676	Dominant Dystrophic Epidermolysis Bullosa, Nails Only
OMIM:222448	Donnai-barrow Syndrome
ORPHA:2143	Donnai-barrow Syndrome
OMIM:246200	Donohue Syndrome
ORPHA:79500	Doors Syndrome
ORPHA:255	Dopa-responsive Dystonia
ORPHA:70594	Dopa-responsive Dystonia Due To Sepiapterin Reductase Deficiency
ORPHA:230	Dopamine Beta-hydroxylase Deficiency
OMIM:223360	Dopamine Beta-hydroxylase Deficiency, Congenital
OMIM:223380	Dopamine Beta-hydroxylase, Plasma, Thermolability Of
OMIM:300018	Dosage-sensitive Sex Reversal
OMIM:126500	Double Nail For Fifth Toe
ORPHA:3426	Double Outlet Right Ventricle
ORPHA:3411	Double Uterus-hemivagina-renal Agenesis Syndrome
OMIM:179850	Dowling-degos Disease
OMIM:615327	Dowling-degos Disease 2
OMIM:615674	Dowling-degos Disease 3
OMIM:615696	Dowling-degos Disease 4
ORPHA:870	Down Syndrome
OMIM:190685	Down Syndrometrisomy 21, Included
OMIM:126600	Doyne Honeycomb Retinal Dystrophy
ORPHA:86309	Dpagt1-cdg
ORPHA:79322	Dpm1-cdg
ORPHA:263494	Dpm3-cdg
ORPHA:231	Dracunculiasis
ORPHA:33069	Dravet Syndrome
OMIM:607208	Dravet Syndrome
OMIM:608902	Drug Metabolism, Poor, Cyp2d6-relateddrug Metabolism, Ultrarapid, Cyp2d6-related, Included
ORPHA:139402	Drug Rash With Eosinophilia And Systemic Symptoms
ORPHA:90037	Drug-induced Autoimmune Hemolytic Anemia
ORPHA:90157	Drug-induced Localized Lipodystrophy
ORPHA:231111	Drug-induced Lupus Erythematosus
ORPHA:50817	Duane Anomaly-myopathy-scoliosis Syndrome
ORPHA:233	Duane Retraction Syndrome
OMIM:126800	Duane Retraction Syndrome 1
OMIM:604356	Duane Retraction Syndrome 2
OMIM:617041	Duane Retraction Syndrome 3 With Or Without Deafness
OMIM:607323	Duane-radial Ray Syndrome
OMIM:237500	Dubin-johnson Syndrome
ORPHA:234	Dubin-johnson Syndrome
ORPHA:235	Dubowitz Syndrome
OMIM:223370	Dubowitz Syndrome
ORPHA:262	Duchenne And Becker Muscular Dystrophy
ORPHA:98896	Duchenne Muscular Dystrophy
OMIM:223400	Duodenal Atresia
ORPHA:1203	Duodenal Atresia
ORPHA:100076	Duodenal Neuroendocrine Tumor
OMIM:126840	Duodenal Ulcer Due To Antral G-cell Hyperfunction
OMIM:126850	Duodenal Ulcer, Hyperpepsinogenemic I
ORPHA:314621	Duplication Of The Pituitary Gland
ORPHA:3306	Duplication/inversion 15q11
OMIM:126900	Dupuytren Contracturedupuytren Contracture 1, Included
OMIM:127200	Dwarfism With Stiff Joints And Ocular Abnormalities
OMIM:126950	Dwarfism With Tall Vertebrae
OMIM:600771	Dwarfism, Familial, With Muscle Spasms
OMIM:127100	Dwarfism, Levi Type
OMIM:223500	Dwarfism, Low-birth-weight Type, With Unresponsiveness To Growth Hormone
OMIM:223540	Dwarfism, Mental Retardation, And Eye Abnormality
OMIM:223550	Dwarfism, Proportionate, With Hip Dislocation
ORPHA:239	Dyggve-melchior-clausen Disease
OMIM:223800	Dyggve-melchior-clausen Disease
OMIM:304950	Dyggve-melchior-clausen Syndrome, X-linked
ORPHA:464306	Dyrk1a-related Intellectual Disability Syndrome
OMIM:224000	Dysautonomia-like Disorder
ORPHA:412	Dysbetalipoproteinemia
OMIM:127350	Dyschondrosteosis And Nephritis
ORPHA:1765	Dyschondrosteosis-nephritis Syndrome
ORPHA:41	Dyschromatosis Symmetrica Hereditaria
OMIM:127400	Dyschromatosis Symmetrica Hereditaria 1
ORPHA:241	Dyschromatosis Universalis Hereditaria
OMIM:127500	Dyschromatosis Universalis Hereditaria
OMIM:615402	Dyschromatosis Universalis Hereditaria 3
ORPHA:1766	Dysequilibrium Syndrome
OMIM:603529	Dyserythropoiesis, Congenital, With Ultrastructurally Normal Erythroblastheterochromatin
ORPHA:1775	Dyskeratosis Congenita
OMIM:613989	Dyskeratosis Congenita, Autosomal Dominant 2
OMIM:613990	Dyskeratosis Congenita, Autosomal Dominant 3
OMIM:616553	Dyskeratosis Congenita, Autosomal Dominant 6
OMIM:127550	Dyskeratosis Congenita, Autosomal Dominant, 1
OMIM:224230	Dyskeratosis Congenita, Autosomal Recessive 1
OMIM:615190	Dyskeratosis Congenita, Autosomal Recessive 5
OMIM:616353	Dyskeratosis Congenita, Autosomal Recessive 6
OMIM:613987	Dyskeratosis Congenita, Autosomal Recessive, 2
OMIM:613988	Dyskeratosis Congenita, Autosomal Recessive, 3
OMIM:305000	Dyskeratosis Congenita, X-linked
OMIM:127600	Dyskeratosis, Hereditary Benign Intraepithelial
OMIM:606703	Dyskinesia, Familial, With Facial Myokymia
OMIM:616921	Dyskinesia, Limb And Orofacial, Infantile-onset
OMIM:617171	Dyskinesia, Seizures, And Intellectual Developmental Disorder
OMIM:127700	Dyslexia, Susceptibility To, 1
OMIM:600202	Dyslexia, Susceptibility To, 2
OMIM:608995	Dyslexia, Susceptibility To, 8
ORPHA:1779	Dysmorphism-cleft Palate-loose Skin Syndrome
ORPHA:2104	Dysmorphism-pectus Carinatum-joint Laxity Syndrome
ORPHA:2282	Dysmorphism-short Stature-deafness-disorder Of Sex Development Syndrome
OMIM:224250	Dysmyelination With Jaundice
OMIM:224300	Dysosteosclerosis
ORPHA:1782	Dysosteosclerosis
ORPHA:69028	Dysostosis With Brachydactyly
ORPHA:1798	Dysostosis, Stanescu Type
OMIM:600117	Dysphasia, Familial Developmental
ORPHA:1822	Dysplasia Epiphysealis Hemimelica
OMIM:127800	Dysplasia Epiphysealis Hemimelica
OMIM:127820	Dysplasia Epiphysealis Hemimelica With Chondromas And Osteochondromas
ORPHA:2204	Dysplastic Cortical Hyperostosis
ORPHA:2476	Dysraphism-cleft Lip/palate-limb Reduction Defects Syndrome
OMIM:601561	Dyssegmental Dysplasia With Glaucoma
OMIM:224400	Dyssegmental Dysplasia, Rolland-desbuquois Type
OMIM:224410	Dyssegmental Dysplasia, Silverman-handmaker Type
ORPHA:1865	Dyssegmental Dysplasia, Silverman-handmaker Type
ORPHA:85198	Dysspondyloenchondromatosis
OMIM:128000	Dystelephalangy
OMIM:128100	Dystonia 1, Torsion, Autosomal Dominant
OMIM:159900	Dystonia 11, Myoclonic
OMIM:128235	Dystonia 12
OMIM:607671	Dystonia 13, Torsion
OMIM:607488	Dystonia 15, Myoclonic
OMIM:612067	Dystonia 16
ORPHA:210571	Dystonia 16
OMIM:612406	Dystonia 17, Torsion, Autosomal Recessive
OMIM:224500	Dystonia 2, Torsion, Autosomal Recessive
OMIM:614588	Dystonia 21
OMIM:614860	Dystonia 23
OMIM:615034	Dystonia 24
OMIM:615073	Dystonia 25
OMIM:616398	Dystonia 26, Myoclonic
OMIM:616411	Dystonia 27
OMIM:617284	Dystonia 28, Childhood-onset
OMIM:314250	Dystonia 3, Torsion, X-linked
OMIM:128101	Dystonia 4, Torsion, Autosomal Dominant
OMIM:602629	Dystonia 6, Torsion
OMIM:602124	Dystonia 7, Torsion
OMIM:601042	Dystonia 9
OMIM:611694	Dystonia With Cerebellar Atrophy
OMIM:224550	Dystonia With Ringbinden
OMIM:617282	Dystonia, Childhood-onset, With Optic Atrophy And Basal Ganglia Abnormalities
OMIM:128230	Dystonia, Dopa-responsive
OMIM:612716	Dystonia, Dopa-responsive, Due To Sepiapterin Reductase Deficiency
OMIM:611284	Dystonia, Focal, Task-specific
OMIM:607371	Dystonia, Juvenile-onset
ORPHA:412217	Dystonia-aphonia Syndrome
ORPHA:521406	Dystonia-parkinsonism-hypermanganesemia Syndrome
OMIM:145680	Dystransthyretinemic Euthyroidal Hyperthyroxinemia
OMIM:602668	Dystrophia Myotonica 2
ORPHA:303	Dystrophic Epidermolysis Bullosa
ORPHA:89843	Dystrophic Epidermolysis Bullosa Pruriginosa
OMIM:128290	Ear Antitragus, Tag At Base Of
OMIM:128300	Ear Exostoses
OMIM:128500	Ear Folding
OMIM:128600	Ear Malformation
OMIM:128710	Ear Pits, Posterior Helical
OMIM:128800	Ear Without Helix
ORPHA:2554	Ear-patella-short Stature Syndrome
OMIM:128980	Earlobes, Thickened, With Conductive Deafness From Incudostapedialabnormalities
ORPHA:1934	Early Infantile Epileptic Encephalopathy
ORPHA:1935	Early Myoclonic Encephalopathy
DECIPHER:48	Early-onset Alzheimer Disease With Cerebral Amyloid Angiopathy
ORPHA:1020	Early-onset Autosomal Dominant Alzheimer Disease
ORPHA:1177	Early-onset Cerebellar Ataxia With Retained Tendon Reflexes
ORPHA:289266	Early-onset Epileptic Encephalopathy And Intellectual Disability Due To Grin2a Mutation
ORPHA:556030	Early-onset Familial Hypoaldosteronism
ORPHA:256	Early-onset Generalized Limb-onset Dystonia
ORPHA:324290	Early-onset Lafora Body Disease
ORPHA:2379	Early-onset Parkinsonism-intellectual Disability Syndrome
ORPHA:496641	Early-onset Progressive Diffuse Brain Atrophy-microcephaly-muscle Weakness-optic Atrophy Syndrome
ORPHA:496756	Early-onset Progressive Encephalopathy-spastic Ataxia-distal Spinal Muscular Atrophy Syndrome
ORPHA:96369	Early-onset Schizophrenia
ORPHA:505237	Early-onset Seizures-distal Limb Anomalies-facial Dysmorphism-global Developmental Delay Syndrome
ORPHA:313772	Early-onset Spastic Ataxia-myoclonic Epilepsy-neuropathy Syndrome
ORPHA:98890	Early-onset X-linked Optic Atrophy
OMIM:129000	Earring Holes, Natural
ORPHA:199343	East Syndrome
ORPHA:319218	Ebola Hemorrhagic Fever
OMIM:224700	Ebstein Anomaly
ORPHA:1880	Ebstein Malformation
OMIM:129150	Echo Virus 11 Sensitivity
OMIM:305100	Ectodermal Dysplasia 1, Hypohidrotic, X-linked
OMIM:129490	Ectodermal Dysplasia 10a, Hypohidrotic/hair/nail Type, Autosomal Dominant
OMIM:224900	Ectodermal Dysplasia 10b, Hypohidrotic/hair/tooth Type, Autosomal Recessive
OMIM:614940	Ectodermal Dysplasia 11a, Hypohidrotic/hair/tooth Type, Autosomal Dominant
OMIM:614941	Ectodermal Dysplasia 11b, Hypohidrotic/hair/tooth Type, Autosomal Recessive
OMIM:617337	Ectodermal Dysplasia 12, Hypohidrotic/hair/tooth/nail Type
OMIM:617392	Ectodermal Dysplasia 13, Hair/tooth Type
OMIM:618180	Ectodermal Dysplasia 14, Hair/tooth Type With Or Without Hypohidrosis
OMIM:618535	Ectodermal Dysplasia 15, Hypohidrotic/hair Type
OMIM:602032	Ectodermal Dysplasia 4, Hair/nail Type
OMIM:614927	Ectodermal Dysplasia 5, Hair/nail Type
OMIM:614928	Ectodermal Dysplasia 6, Hair/nail Type
OMIM:614929	Ectodermal Dysplasia 7, Hair/nail Type
OMIM:602401	Ectodermal Dysplasia 8, Hair/tooth/nail Type
OMIM:614931	Ectodermal Dysplasia 9, Hair/nail Type
OMIM:224800	Ectodermal Dysplasia And Neurosensory Deafness
ORPHA:79373	Ectodermal Dysplasia Syndrome
OMIM:129540	Ectodermal Dysplasia Syndrome With Distinctive Facial Appearance Andpreaxial Polydactyly Of Feet
OMIM:129550	Ectodermal Dysplasia With Adrenal Cyst
OMIM:600906	Ectodermal Dysplasia With Mental Retardation And Syndactyly
OMIM:601345	Ectodermal Dysplasia With Natal Teeth, Turnpenny Type
OMIM:300301	Ectodermal Dysplasia, Anhidrotic, With Immunodeficiency, Osteopetrosis,and Lymphedema
OMIM:612132	Ectodermal Dysplasia, Anhidrotic, With T-cell Immunodeficiency, Autosomal Dominant
OMIM:225280	Ectodermal Dysplasia, Ectrodactyly, And Macular Dystrophy Syndrome
OMIM:601375	Ectodermal Dysplasia, Hidrotic, Christianson-fourie Type
OMIM:225040	Ectodermal Dysplasia, Hypohidrotic, With Hypothyroidism And Agenesisof The Corpus Callosum
OMIM:225050	Ectodermal Dysplasia, Hypohidrotic, With Hypothyroidism And Ciliarydyskinesia
